date,price
20090702,10000
20090703,9933
20090706,9888
20090707,9944
20090708,10373
20090709,10258
20090710,10456
20090713,10549
20090714,10707
20090715,11225
20090716,11363
20090717,11396
20090721,11366
20090722,11320
20090723,11064
20090724,11565
20090727,11441
20090728,11353
20090729,11444
20090730,11472
20090731,11340
20090803,11671
20090804,11294
20090805,11283
20090806,10817
20090807,10367
20090810,10241
20090811,9870
20090812,9439
20090813,9602
20090814,9307
20090817,9615
20090818,9760
20090819,9749
20090820,9571
20090821,9028
20090824,9164
20090825,9474
20090826,9509
20090827,9431
20090828,9448
20090831,9537
20090901,9309
20090902,9539
20090903,9067
20090904,9162
20090907,9803
20090908,9777
20090909,9808
20090910,9857
20090911,9886
20090914,9766
20090915,9662
20090916,9506
20090917,9463
20090918,9472
20090924,9331
20090925,9348
20090928,9275
20090929,9270
20090930,9350
20091001,9264
20091002,9151
20091005,9593
20091006,9580
20091007,10308
20091008,10382
20091009,10321
20091013,10243
20091014,10187
20091015,9866
20091016,9660
20091019,10170
20091020,10243
20091021,9931
20091022,10893
20091023,10856
20091026,11762
20091027,12063
20091028,12436
20091029,12427
20091030,12362
20091102,12382
20091104,12421
20091105,12410
20091106,14378
20091109,14698
20091110,14677
20091111,14293
20091112,14328
20091113,14310
20091116,13457
20091117,13558
20091118,13595
20091119,13732
20091120,13630
20091124,14217
20091125,14226
20091126,14163
20091127,14089
20091130,14211
20091201,14293
20091202,14289
20091203,14538
20091204,14651
20091207,14674
20091208,14536
20091209,14911
20091210,14785
20091211,14757
20091214,14772
20091215,15097
20091216,14824
20091217,14902
20091218,15008
20091221,15127
20091222,14997
20091224,15019
20091225,13732
20091228,13437
20091229,13773
20091230,13355
20100104,13552
20100105,13366
20100106,14271
20100107,13834
20100108,13543
20100112,13054
20100113,13327
20100114,12986
20100115,11920
20100118,12358
20100119,12557
20100120,12308
20100121,12417
20100122,12837
20100125,12616
20100126,12991
20100127,13108
20100128,13255
20100129,13227
20100201,12809
20100202,12421
20100203,12057
20100204,12388
20100205,13164
20100208,13723
20100209,13610
20100210,13942
20100212,14237
20100215,14252
20100216,13691
20100217,13834
20100218,14423
20100219,14960
20100222,15602
20100223,15513
20100224,16705
20100225,17587
20100226,16809
20100301,17073
20100302,16664
20100303,16068
20100304,16631
20100305,16488
20100308,16360
20100309,16742
20100310,16421
20100311,16837
20100312,17314
20100315,17398
20100316,18001
20100317,18048
20100318,18447
20100319,18809
20100323,19095
20100324,18980
20100325,18713
20100326,18807
20100329,18904
20100330,18830
20100331,18739
20100401,19002
20100402,19467
20100405,19129
20100406,19140
20100407,18763
20100408,18900
20100409,18893
20100412,18999
20100413,18943
20100414,19662
20100415,19955
20100416,20466
20100419,21021
20100420,20841
20100421,20577
20100422,20310
20100423,20538
20100426,20434
20100427,20763
20100428,20466
20100430,20040
20100506,19361
20100507,19064
20100510,19121
20100511,19465
20100512,19636
20100513,20035
20100514,19886
20100517,19968
20100518,20358
20100519,20947
20100520,21134
20100521,21136
20100524,21019
20100525,20683
20100526,20274
20100527,20226
20100528,20280
20100531,19537
20100601,19580
20100602,19797
20100603,19808
20100604,19831
20100607,20239
20100608,18022
20100609,18024
20100610,19032
20100611,17875
20100614,17571
20100615,17636
20100616,19028
20100617,19090
20100618,19318
20100621,19136
20100622,19504
20100623,19392
20100624,19340
20100625,19840
20100628,19678
20100629,19838
20100630,18895
20100701,18594
20100702,18941
20100705,19244
20100706,20009
20100707,20053
20100708,23344
20100709,23407
20100712,24243
20100713,23316
20100714,23827
20100715,24011
20100716,24040
20100720,23873
20100721,25099
20100722,26113
20100723,25231
20100726,24722
20100727,24911
20100728,24466
20100729,24414
20100730,24131
20100802,24198
20100803,23821
20100804,24005
20100805,23524
20100806,22969
20100809,22752
20100810,23207
20100811,23086
20100812,22846
20100813,22625
20100816,22941
20100817,22848
20100818,22304
20100819,21673
20100820,21890
20100823,22566
20100824,21350
20100825,21851
20100826,21760
20100827,21511
20100830,21693
20100831,22044
20100901,22228
20100902,22345
20100903,22326
20100906,22360
20100907,22486
20100908,22709
20100909,23740
20100910,23667
20100913,23753
20100914,24349
20100915,25004
20100916,24765
