date,price
20011120,10000
20011121,10000
20011122,10055
20011126,10214
20011127,9962
20011128,10715
20011129,10892
20011130,10521
20011203,10600
20011204,10653
20011205,10848
20011206,11056
20011207,10731
20011210,11409
20011211,11904
20011212,11846
20011213,11870
20011214,11305
20011217,10080
20011218,10037
20011219,10042
20011220,10017
20011221,9895
20011225,10063
20011226,9715
20011227,9746
20011228,9347
20020104,9055
20020107,9146
20020108,9377
20020109,9537
20020110,9847
20020111,9996
20020115,10031
20020116,10066
20020117,9772
20020118,9767
20020121,9583
20020122,9374
20020123,8680
20020124,8536
20020125,8609
20020128,7905
20020129,8202
20020130,8149
20020131,8635
20020201,8556
20020204,8721
20020205,8809
20020206,8854
20020207,8784
20020208,8737
20020212,8737
20020213,8609
20020214,8399
20020215,8465
20020218,8572
20020219,8918
20020220,8681
20020221,8608
20020222,8379
20020225,8289
20020226,8222
20020227,8020
20020228,7868
20020301,8706
20020304,8441
20020305,7994
20020306,7793
20020307,7503
20020308,7919
20020311,8134
20020312,8634
20020313,8499
20020314,8490
20020315,8872
20020318,8722
20020319,8707
20020320,8835
20020322,8915
20020325,8844
20020326,8272
20020327,8722
20020328,8597
20020329,8532
20020401,8551
20020402,8735
20020403,8643
20020404,8751
20020405,8772
20020408,8693
20020409,8727
20020410,8657
20020411,8938
20020412,8724
20020415,8705
20020416,8822
20020417,9052
20020418,9125
20020419,9340
20020422,9107
20020423,9236
20020424,9130
20020425,9478
20020426,9421
20020430,9634
20020501,9565
20020502,9422
20020507,9056
20020508,9087
20020509,9363
20020510,9432
20020513,9619
20020514,9791
20020515,9826
20020516,9776
20020517,9719
20020520,10388
20020521,10319
20020522,10211
20020523,10193
20020524,10153
20020527,10247
20020528,10105
20020529,10175
20020530,10129
20020531,10812
20020603,10728
20020604,11117
20020605,11088
20020606,11779
20020607,11657
20020610,11868
20020611,12077
20020612,12004
20020613,12282
20020614,11973
20020617,12022
20020618,12181
20020619,13490
20020620,13637
20020621,13213
20020624,13271
20020625,14979
20020626,14488
20020627,14537
20020628,14671
20020701,14945
20020702,15202
20020703,15146
20020704,15340
20020705,15808
20020708,15722
20020709,15791
20020710,15562
20020711,15846
20020712,15625
20020715,15410
20020716,15490
20020717,15213
20020718,14993
20020719,15125
20020722,15313
20020723,15419
20020724,14991
20020725,14663
20020726,14480
20020729,14738
20020730,15290
20020731,15451
20020801,16291
20020802,16374
20020805,16171
20020806,16315
20020807,16455
20020808,17446
20020809,17221
20020812,17259
20020813,17554
20020814,17693
20020815,17608
20020816,17246
20020819,16941
20020820,17041
20020821,16778
20020822,16302
20020823,16210
20020826,16348
20020827,16843
20020828,16370
20020829,16186
20020830,16378
20020902,16494
20020903,16658
20020904,16865
20020905,16371
20020906,16689
20020909,16056
20020910,16041
20020911,15883
20020912,17088
20020913,17080
20020917,17268
20020918,17071
20020919,17080
20020920,17372
20020924,17158
20020925,17313
20020926,18245
20020927,18641
20020930,18286
20021001,18496
20021002,17826
20021003,17488
20021004,17593
20021007,18137
20021008,18178
20021009,18090
20021010,18354
20021011,18017
20021015,17689
20021016,17412
20021017,17716
20021018,17234
20021021,17106
20021022,17181
20021023,17057
20021024,16474
20021025,16140
20021028,17134
20021029,16576
20021030,16354
20021031,17448
20021101,17325
20021105,16939
20021106,17198
20021107,17420
20021108,17304
20021111,17053
20021112,16865
20021113,16340
20021114,16287
20021115,15914
20021118,16189
20021119,16180
20021120,15876
20021121,15653
20021122,15074
20021125,15654
20021126,15213
20021127,15675
20021128,15522
20021129,15681
20021202,15744
20021203,15637
20021204,15488
20021205,15216
20021206,15116
20021209,15682
20021210,16034
20021211,16215
20021212,16255
20021213,15959
20021216,16044
20021217,15595
20021218,15461
20021219,15317
20021220,14680
20021224,14951
20021225,14218
20021226,14560
20021227,14337
20021230,14764
20030106,14616
20030107,14337
20030108,14279
20030109,14485
20030110,14287
20030114,14431
20030115,14435
20030116,14917
20030117,14692
20030120,14650
20030121,14632
20030122,14728
20030123,14881
20030124,14760
20030127,14744
20030128,14411
20030129,14444
20030130,14859
20030131,15103
20030203,14594
20030204,14383
20030205,14291
20030206,14353
20030207,14570
20030210,14904
20030212,15569
20030213,15949
20030214,15924
20030217,16044
20030218,16256
20030219,16550
20030220,16206
20030221,16755
20030224,16608
20030225,17028
20030226,17181
20030227,17844
20030228,17566
20030303,17997
20030304,17708
20030305,17511
20030306,17206
20030307,17350
20030310,17862
20030311,17810
20030312,17732
20030313,17878
20030314,17743
20030317,17825
20030318,17767
20030319,17100
20030320,16898
20030324,16663
20030325,16297
20030326,16300
20030327,16220
20030328,16400
20030331,16444
20030401,16688
20030402,16482
20030403,16769
20030404,16710
20030407,17155
20030408,17114
20030409,17132
20030410,17614
20030411,17930
20030414,17917
20030415,17888
20030416,17779
20030417,16968
20030418,16994
20030421,16914
20030422,17944
20030423,18076
20030424,17827
20030425,17891
20030428,17694
20030430,18026
20030501,18454
20030502,18304
20030506,18456
20030507,19047
20030508,19155
20030509,18804
20030512,19202
20030513,19212
20030514,18550
20030515,18521
20030516,19062
20030519,18812
20030520,18789
20030521,18786
20030522,19053
20030523,19241
20030526,19300
20030527,19432
20030528,19458
20030529,20045
20030530,20024
20030602,20363
20030603,20273
20030604,19385
20030605,19735
20030606,19813
20030609,19539
20030610,20146
20030611,20327
20030612,20335
20030613,20231
20030616,20212
20030617,19838
20030618,19723
20030619,19404
20030620,20310
20030623,19913
20030624,19308
20030625,18999
20030626,18531
20030627,18313
20030630,19332
20030701,19055
20030702,18632
20030703,18490
20030704,17870
20030707,17208
20030708,16867
20030709,16835
20030710,16329
20030711,16124
20030714,15911
20030715,16087
20030716,16008
20030717,15929
20030718,16206
20030722,15632
20030723,15520
20030724,15684
20030725,15675
20030728,15626
20030729,15945
20030730,15542
20030731,15346
20030801,15103
20030804,15153
20030805,15205
20030806,15183
20030807,15263
20030808,15467
20030811,15420
20030812,15836
20030813,15973
20030814,16116
20030815,16024
20030818,15953
20030819,16043
20030820,16071
20030821,16050
20030822,15818
20030825,15726
20030826,15580
20030827,15742
20030828,15451
20030829,15508
20030901,15778
20030902,15619
20030903,15194
20030904,15517
20030905,15773
20030908,15802
20030909,15786
20030910,15980
20030911,16271
20030912,16041
20030916,17528
20030917,16960
20030918,16399
20030919,16757
20030922,15964
20030924,16637
20030925,16818
20030926,16738
20030929,16582
20030930,15868
20031001,17171
20031002,17192
20031003,17450
20031006,17442
20031007,17746
20031008,17608
20031009,17503
20031010,17622
20031014,17681
20031015,17511
20031016,18420
20031017,18727
20031020,18942
20031021,18469
20031022,18620
20031023,18554
20031024,18395
20031027,18767
20031028,19971
20031029,19930
20031030,20364
20031031,19557
20031104,19597
20031105,19894
20031106,19769
20031107,20324
20031110,20190
20031111,20162
20031112,19353
20031113,18914
20031114,18881
20031117,18853
20031118,18930
20031119,18997
20031120,19020
20031121,18905
20031125,18856
20031126,19327
20031127,19222
20031128,19238
20031201,19852
20031202,19889
20031203,19493
20031204,19318
20031205,19558
20031208,19626
20031209,19634
20031210,19646
20031211,19289
20031212,19360
20031215,19237
20031216,19289
20031217,19202
20031218,18694
20031219,18783
20031222,18753
20031224,19254
20031225,19312
20031226,19078
20031229,18350
20031230,18374
20040105,18074
20040106,17988
20040107,17774
20040108,17627
20040109,17910
20040113,17130
20040114,16946
20040115,16745
20040116,16715
20040119,17027
20040120,16813
20040121,16821
20040122,16668
20040123,16377
20040126,16040
20040127,15421
20040128,14540
20040129,15095
20040130,14796
20040202,14831
20040203,14591
20040204,14484
20040205,14259
20040206,14452
20040209,14584
20040210,15061
20040212,15144
20040213,14635
20040216,14195
20040217,14328
20040218,14277
20040219,14395
20040220,14693
20040223,14743
20040224,14798
20040225,14994
20040226,14776
20040227,14500
20040301,14527
20040302,14523
20040303,14571
20040304,14707
20040305,14220
20040308,14346
20040309,14372
20040310,13949
20040311,13870
20040312,13986
20040315,13877
20040316,13858
20040317,13409
20040318,13094
20040319,12891
20040322,12894
20040323,12914
20040324,12870
20040325,12708
20040326,12875
20040329,12677
20040330,12566
20040331,12338
20040401,12129
20040402,12166
20040405,11903
20040406,12070
20040407,12212
20040408,12055
20040409,12095
20040412,12484
20040413,12067
20040414,12048
20040415,11452
20040416,11297
20040419,11365
20040420,11355
20040421,11435
20040422,11284
20040423,11471
20040426,11453
20040427,11356
20040428,11419
20040430,11537
20040506,11520
20040507,11502
20040510,11705
20040511,11732
20040512,11554
20040513,11859
20040514,11664
20040517,11723
20040518,11869
20040519,11639
20040520,11750
20040521,11772
20040524,11822
20040525,11752
20040526,12528
20040527,12831
20040528,12967
20040531,13133
20040601,13179
20040602,13363
20040603,13462
20040604,13343
20040607,13364
20040608,13720
20040609,14005
20040610,14213
20040611,14174
20040614,14105
20040615,14054
20040616,14082
20040617,14139
20040618,14201
20040621,14003
20040622,14033
20040623,14208
20040624,14180
20040625,14071
20040628,14107
20040629,14236
20040630,14165
20040701,14123
20040702,14087
20040705,13871
20040706,14348
20040707,14257
20040708,14291
20040709,14572
20040712,14423
20040713,14535
20040714,14397
20040715,14171
20040716,14217
20040720,14286
20040721,13926
20040722,14499
20040723,14562
20040726,14569
20040727,14676
20040728,14683
20040729,14570
20040730,14619
20040802,15177
20040803,15090
20040804,15084
20040805,14902
20040806,15247
20040809,15421
20040810,15977
20040811,16093
20040812,16059
20040813,16078
20040816,16561
20040817,16237
20040818,16241
20040819,16209
20040820,15526
20040823,15342
20040824,15558
20040825,15500
20040826,15569
20040827,16280
20040830,16158
20040831,16024
20040901,15724
20040902,16049
20040903,15991
20040906,16330
20040907,16417
20040908,16396
20040909,16726
20040910,16470
20040913,16461
20040914,16376
20040915,16106
20040916,16515
20040917,16745
20040921,16615
20040922,16658
20040924,16692
20040927,17498
20040928,17511
20040929,17634
20040930,18543
20041001,18029
20041004,19247
20041005,19202
20041006,19201
20041007,19084
20041008,19171
20041012,19360
20041013,19468
20041014,19606
20041015,19412
20041018,19453
20041019,19389
20041020,20195
20041021,20370
20041022,20588
20041025,20607
20041026,20532
20041027,20655
20041028,20405
20041029,20654
20041101,20537
20041102,20838
20041104,20795
20041105,20560
20041108,21091
20041109,20994
20041110,21026
20041111,21148
20041112,21612
20041115,21770
20041116,21019
20041117,21106
20041118,20986
20041119,21057
20041122,20781
20041124,20209
20041125,20261
20041126,20192
20041129,20300
20041130,20386
20041201,20421
20041202,20206
20041203,20268
20041206,20688
20041207,20950
20041208,20743
20041209,21445
20041210,21638
20041213,21562
20041214,21486
20041215,21381
20041216,21929
20041217,21992
20041220,22153
20041221,22148
20041222,22180
20041224,22044
20041227,22072
20041228,22352
20041229,22017
20041230,22118
20050104,21538
20050105,21365
20050106,20689
20050107,20628
20050111,20166
20050112,20155
20050113,20395
20050114,20328
20050117,20606
20050118,20694
20050119,20555
20050120,21252
20050121,21469
20050124,21544
20050125,21383
20050126,21809
20050127,21892
20050128,22784
20050131,22792
20050201,23070
20050202,23768
20050203,23796
20050204,23021
20050207,22528
20050208,21890
20050209,22080
20050210,21747
20050214,22206
20050215,22568
20050216,22891
20050217,22829
20050218,22255
20050221,22105
20050222,22043
20050223,21912
20050224,22075
20050225,21781
20050228,21726
20050301,21553
20050302,21171
20050303,21280
20050304,20533
20050307,20185
20050308,20907
20050309,20898
20050310,20965
20050311,21507
20050314,21615
20050315,21953
20050316,21959
20050317,21876
20050318,22260
20050322,21975
20050323,21968
20050324,22006
20050325,21830
20050328,21568
20050329,21478
20050330,21466
20050331,21412
20050401,20272
20050404,19898
20050405,19986
20050406,19914
20050407,19925
20050408,20522
20050411,20263
20050412,19708
20050413,19753
20050414,19980
20050415,19681
20050418,20216
20050419,20212
20050420,22692
20050421,22804
20050422,24031
20050425,23857
20050426,24300
20050427,24792
20050428,24183
20050502,25041
20050506,25873
20050509,25894
20050510,25692
20050511,25622
20050512,25994
20050513,26195
20050516,25390
20050517,25987
20050518,26188
20050519,26410
20050520,25450
20050523,26020
20050524,25666
20050525,25752
20050526,25553
20050527,26054
20050530,26507
20050531,25661
20050601,25809
20050602,26351
20050603,26469
20050606,26813
20050607,26798
20050608,27304
20050609,27147
20050610,26630
20050613,26905
20050614,26824
20050615,26936
20050616,27204
20050617,26778
20050620,26742
20050621,26680
20050622,26778
20050623,27563
20050624,27407
20050627,27967
20050628,28307
20050629,29053
20050630,29095
20050701,28281
20050704,27205
20050705,27695
20050706,26959
20050707,27895
20050708,26797
20050711,26910
20050712,26233
20050713,26603
20050714,26376
20050715,26323
20050719,26549
20050720,26504
20050721,26431
20050722,25837
20050725,24813
20050726,24281
20050727,23929
20050728,24485
20050729,24928
20050801,25441
20050802,25601
20050803,25473
20050804,25419
20050805,25060
20050808,25171
20050809,25329
20050810,25287
20050811,24738
20050812,25168
20050815,25527
20050816,25446
20050817,26076
20050818,26033
20050819,26312
20050822,26160
20050823,26224
20050824,26337
20050825,26416
20050826,27243
20050829,27672
20050830,27389
20050831,27302
20050901,27531
20050902,27638
20050905,26546
20050906,26873
20050907,27673
20050908,27210
20050909,27220
20050912,27531
20050913,27456
20050914,27273
20050915,27479
20050916,27618
20050920,30304
20050921,31952
20050922,32545
20050926,32576
