date,price
19960329,10000
19960401,9675
19960402,9675
19960403,9753
19960404,9661
19960405,10000
19960408,10404
19960409,10411
19960410,10333
19960411,10248
19960412,10178
19960415,10284
19960416,10199
19960417,10348
19960418,10284
19960419,10447
19960422,9611
19960423,9838
19960424,9916
19960425,9993
19960426,10078
19960430,10078
19960501,9908
19960502,9823
19960507,9831
19960508,9767
19960509,9731
19960510,9611
19960513,9682
19960514,9682
19960515,9696
19960516,9937
19960517,9809
19960520,9809
19960521,9795
19960522,9866
19960523,9788
19960524,9944
19960527,9845
19960528,9845
19960529,9937
19960530,9866
19960531,9859
19960603,9809
19960604,9880
19960605,9873
19960606,9795
19960607,9838
19960610,9632
19960611,9498
19960612,10078
19960613,10227
19960614,10149
19960617,10015
19960618,9887
19960619,10156
19960620,10163
19960621,10468
19960624,10482
19960625,10461
19960626,10461
19960627,10525
19960628,10687
19960701,10610
19960702,10461
19960703,10277
19960704,10362
19960705,10496
19960708,10411
19960709,10418
19960710,10602
19960711,10588
19960712,10581
19960715,10510
19960716,10270
19960717,10107
19960718,10156
19960719,10149
19960722,10135
19960723,10298
19960724,10319
19960725,10340
19960726,10093
19960729,10340
19960730,10425
19960731,10546
19960801,10546
19960802,10525
19960805,10503
19960806,10517
19960807,10787
19960808,11063
19960809,10978
19960812,11261
19960813,11254
19960814,11339
19960815,11516
19960816,11332
19960819,11169
19960820,11091
19960821,11091
19960822,10921
19960823,10631
19960826,10737
19960827,10928
19960828,11006
19960829,11325
19960830,11424
19960902,11516
19960903,11658
19960904,11268
19960905,11176
19960906,11389
19960909,11587
19960910,11367
19960911,11481
19960912,12019
19960913,12111
19960917,11821
19960918,12005
19960919,12543
19960920,12408
19960924,12522
19960925,12295
19960926,12203
19960927,12288
19960930,12161
19961001,12076
19961002,12260
19961003,11537
19961004,12260
19961007,12493
19961008,12479
19961009,12387
19961011,11962
19961014,11587
19961015,11998
19961016,11863
19961017,12168
19961018,11998
19961021,12182
19961022,12508
19961023,12076
19961024,11806
19961025,11814
19961028,11891
19961029,11913
19961030,11991
19961031,12196
19961101,12125
19961105,12090
19961106,12125
19961107,12323
19961108,12302
19961111,12394
19961112,12501
19961113,12791
19961114,12805
19961115,12784
19961118,12805
19961119,12600
19961120,12685
19961121,12408
19961122,12295
19961125,12217
19961126,12189
19961127,12394
19961128,12508
19961129,12430
19961202,12522
19961203,12536
19961204,12543
19961205,12635
19961206,12515
19961209,12501
19961210,12323
19961211,12501
19961212,12486
19961213,12083
19961216,12125
19961217,12338
19961218,12543
19961219,12543
19961220,12458
19961224,12161
19961225,12054
19961226,11998
19961227,11984
19961230,11976
19970106,11976
19970107,11991
19970108,11806
19970109,11792
19970110,11998
19970113,11814
19970114,12005
